ndc,fei,registrant,country,anda,nda,bla,linkage_method,api_mfr
63187-984,3005796917,Aurolife Pharma LLC,US,ANDA-201972,,,SPL_DUNS_FEI,
63187-357,3008307735,Hetero Labs Limited,IN,ANDA-203835,,,SPL_DUNS_FEI,
70518-3430,3005430968,Zydus Lifesciences Limited,IN,ANDA-077584,,,SPL_DUNS_FEI,
70518-3430,3002984011,Zydus Lifesciences Limited,IN,ANDA-077584,,,SPL_DUNS_FEI,
46708-293,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-078916,,,SPL_DUNS_FEI,
46708-294,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-078916,,,SPL_DUNS_FEI,
64850-890,3002644678,"Elite Laboratories, Inc.",US,ANDA-076868,,,SPL_DUNS_FEI,
64850-891,3002644678,"Elite Laboratories, Inc.",US,ANDA-076868,,,SPL_DUNS_FEI,
64850-892,3002644678,"Elite Laboratories, Inc.",US,ANDA-076868,,,SPL_DUNS_FEI,
64850-893,3002644678,"Elite Laboratories, Inc.",US,ANDA-076868,,,SPL_DUNS_FEI,
16714-528,3014595023,Emcure Pharmaceuticals Limited,IN,ANDA-206408,,,SPL_DUNS_FEI,
16714-977,3014595023,Emcure Pharmaceuticals Limited,IN,ANDA-206408,,,SPL_DUNS_FEI,
16714-690,3014595023,Emcure Pharmaceuticals Limited,IN,ANDA-206408,,,SPL_DUNS_FEI,
60760-988,3004097901,Granules India Ltd,IN,ANDA-078403,,,SPL_DUNS_FEI,
70954-518,3012541241,Novitium Pharma LLC,US,ANDA-216250,,,SPL_DUNS_FEI,
82804-070,3002806661,Changzhou Pharmaceutical Factory,CN,ANDA-211343,,,SPL_DUNS_FEI,
50090-0162,1019820,Crown Laboratories,US,ANDA-088042,,,SPL_DUNS_FEI,
70518-1906,3004819820,LUPIN LIMITED,IN,ANDA-077321,,,SPL_DUNS_FEI,
70518-1906,3007549629,LUPIN LIMITED,IN,ANDA-077321,,,SPL_DUNS_FEI,
70518-1906,3009843207,LUPIN LIMITED,IN,ANDA-077321,,,SPL_DUNS_FEI,
75826-128,3008694072,"WINDER LABORATORIES, LLC",US,,,,SPL_DUNS_FEI,
75826-127,3008694072,"WINDER LABORATORIES, LLC",US,,,,SPL_DUNS_FEI,
70518-2819,3011895410,Aurobindo Pharma Limited,IN,ANDA-076921,,,SPL_DUNS_FEI,
70518-2819,3004021229,Aurobindo Pharma Limited,IN,ANDA-076921,,,SPL_DUNS_FEI,
62332-154,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-204518,,,SPL_DUNS_FEI,
62332-155,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-204518,,,SPL_DUNS_FEI,
62332-156,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-204518,,,SPL_DUNS_FEI,
62332-157,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-204518,,,SPL_DUNS_FEI,
62332-158,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-204518,,,SPL_DUNS_FEI,
62332-160,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-204518,,,SPL_DUNS_FEI,
62332-159,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-204518,,,SPL_DUNS_FEI,
16714-590,3002809586,Sun Pharmaceutical Industries Limited,IN,ANDA-076363,,,SPL_DUNS_FEI,
16714-591,3002809586,Sun Pharmaceutical Industries Limited,IN,ANDA-076363,,,SPL_DUNS_FEI,
76282-640,3004081307,CIPLA LIMITED,IN,ANDA-205710,,,SPL_DUNS_FEI,
76282-640,3008581988,CIPLA LIMITED,IN,ANDA-205710,,,SPL_DUNS_FEI,
76282-641,3004081307,CIPLA LIMITED,IN,ANDA-205710,,,SPL_DUNS_FEI,
76282-641,3008581988,CIPLA LIMITED,IN,ANDA-205710,,,SPL_DUNS_FEI,
76282-642,3004081307,CIPLA LIMITED,IN,ANDA-205710,,,SPL_DUNS_FEI,
76282-642,3008581988,CIPLA LIMITED,IN,ANDA-205710,,,SPL_DUNS_FEI,
63629-1024,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-077955,,,SPL_DUNS_FEI,
16729-458,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-458,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-447,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-447,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-448,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-448,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-449,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-449,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-451,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-451,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-450,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-450,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-452,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-452,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-453,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-453,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-454,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-454,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-455,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-455,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-456,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-456,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
16729-457,3005890633,Intas Pharmaceuticals Limited,IN,ANDA-212399,,,SPL_DUNS_FEI,
16729-457,3000242652,Excella GmbH & Co. KG,DE,ANDA-212399,,,SPL_DUNS_FEI,TRUE
70518-3036,3005796917,Aurolife Pharma LLC,US,ANDA-078512,,,SPL_DUNS_FEI,
70518-3036,3004021229,Aurobindo Pharma Limited,IN,ANDA-078512,,,SPL_DUNS_FEI,
0409-1390,3006028606,ACS DOBFAR SPA,IT,ANDA-091404,,,ADDRESS_MATCH,
0409-1391,3006028606,ACS DOBFAR SPA,IT,ANDA-091404,,,ADDRESS_MATCH,
70385-2033,3003821988,Somerset Therapeutics Private Limited,IN,ANDA-207633,,,SPL_DUNS_FEI,
68788-8245,3005757050,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-208136,,,SPL_DUNS_FEI,
62332-426,3002808292,Swiss Caps AG,CH,ANDA-040682,,,SPL_DUNS_FEI,
62332-427,3002808292,Swiss Caps AG,CH,ANDA-040682,,,SPL_DUNS_FEI,
63187-264,3006785788,Ajanta Pharma Limited,IN,ANDA-201003,,,SPL_DUNS_FEI,
63187-264,3012664809,Ajanta Pharma Limited,IN,ANDA-201003,,,SPL_DUNS_FEI,
0378-7057,3001237796,The Ritedose Corporation,US,ANDA-214531,,,ADDRESS_MATCH,
0378-7058,3001237796,The Ritedose Corporation,US,ANDA-214531,,,ADDRESS_MATCH,
60760-190,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-078250,,,SPL_DUNS_FEI,
71335-9635,3005497507,"Unichem Laboratories Limited, India",IN,ANDA-214548,,,ADDRESS_MATCH,
82293-003,3017604745,Novugen Pharma Sdn. Bhd.,MY,ANDA-211973,,,SPL_DUNS_FEI,
82293-004,3017604745,Novugen Pharma Sdn. Bhd.,MY,ANDA-211973,,,SPL_DUNS_FEI,
82293-005,3017604745,Novugen Pharma Sdn. Bhd.,MY,ANDA-211973,,,SPL_DUNS_FEI,
68788-8481,2434498,Barr Laboratories Inc.,US,ANDA-040197,,,ADDRESS_MATCH,
68788-8481,3000718267,Barr Laboratories LLC,US,ANDA-040197,,,ADDRESS_MATCH,
55111-682,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075682,,,SPL_DUNS_FEI,
55111-683,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075682,,,SPL_DUNS_FEI,
55111-684,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075682,,,SPL_DUNS_FEI,
68071-3692,3009831799,LUPIN LIMITED,IN,ANDA-209713,,,SPL_DUNS_FEI,
70710-1833,3013712903,Zydus Lifesciences Limited,IN,ANDA-217066,,,SPL_DUNS_FEI,
70710-1835,3013712903,Zydus Lifesciences Limited,IN,ANDA-217066,,,SPL_DUNS_FEI,
70710-1834,3013712903,Zydus Lifesciences Limited,IN,ANDA-217066,,,SPL_DUNS_FEI,
51079-121,3005587313,Viatris Inc.,IN,ANDA-090763,,,ADDRESS_MATCH,
71610-890,3005151016,Strides Pharma Science Limited,IN,ANDA-078329,,,SPL_DUNS_FEI,
71610-890,3012448465,Strides Pharma Science Limited,IN,ANDA-078329,,,SPL_DUNS_FEI,
71610-890,3004554612,Strides Pharma Science Limited,IN,ANDA-078329,,,SPL_DUNS_FEI,
60429-421,2211563,Actavis Elizabeth LLC,US,ANDA-074514,,,ADDRESS_MATCH,
60429-422,2211563,Actavis Elizabeth LLC,US,ANDA-074514,,,ADDRESS_MATCH,
0054-3270,3002806351,Hikma Pharmaceuticals LLC,JO,ANDA-076504,,,SPL_DUNS_FEI,TRUE
0054-3270,1510690,West-Ward Columbus Inc.,US,ANDA-076504,,,SPL_DUNS_FEI,
0054-3270,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-076504,,,SPL_DUNS_FEI,
13107-019,3005796917,Aurolife Pharma LLC,US,ANDA-201013,,,SPL_DUNS_FEI,
13107-020,3005796917,Aurolife Pharma LLC,US,ANDA-201013,,,SPL_DUNS_FEI,
13107-021,3005796917,Aurolife Pharma LLC,US,ANDA-201013,,,SPL_DUNS_FEI,
55154-6628,3005139373,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,US,ANDA-086242,,,ADDRESS_MATCH,
71335-9665,0002246963,"Ingenus Pharmaceuticals NJ, LLC",US,ANDA-216275,,,SPL_DUNS_FEI,
50090-7564,3011895410,Aurobindo Pharma Limited,IN,ANDA-203908,,,SPL_DUNS_FEI,
50090-7564,3007373532,Aurobindo Pharma Limited,IN,ANDA-203908,,,SPL_DUNS_FEI,
0093-9222,3002721084,Teva Pharmaceutical Industries Ltd.,IL,ANDA-073673,,,ADDRESS_MATCH,
72162-1531,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-205101,,,SPL_DUNS_FEI,
16714-694,3004021229,Aurobindo Pharma Limited,IN,ANDA-077731,,,SPL_DUNS_FEI,
16714-691,3004021229,Aurobindo Pharma Limited,IN,ANDA-077731,,,SPL_DUNS_FEI,
16714-692,3004021229,Aurobindo Pharma Limited,IN,ANDA-077731,,,SPL_DUNS_FEI,
16714-693,3004021229,Aurobindo Pharma Limited,IN,ANDA-077731,,,SPL_DUNS_FEI,
0093-0051,3002721084,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076373,,,ADDRESS_MATCH,
0093-0051,3005202697,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076373,,,ADDRESS_MATCH,
0093-0135,3002721084,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076373,,,ADDRESS_MATCH,
0093-0135,3005202697,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076373,,,ADDRESS_MATCH,
0093-7295,3002721084,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076373,,,ADDRESS_MATCH,
0093-7295,3005202697,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076373,,,ADDRESS_MATCH,
0093-7296,3002721084,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076373,,,ADDRESS_MATCH,
0093-7296,3005202697,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076373,,,ADDRESS_MATCH,
71205-576,3006370524,Alkem Laboratories Limited,IN,ANDA-210220,,,SPL_DUNS_FEI,
71335-2382,3003999190,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CN,ANDA-213273,,,SPL_DUNS_FEI,
68788-7091,1000513191,"Lyne Laboratories, Inc.",US,ANDA-040879,,,SPL_DUNS_FEI,
55154-7990,3002806351,Hikma Pharmaceuticals LLC,JO,ANDA-086066,,,ADDRESS_MATCH,
55154-7991,3002806351,Hikma Pharmaceuticals LLC,JO,ANDA-088088,,,ADDRESS_MATCH,
63187-739,3001611969,"Leading Pharma, LLC",US,ANDA-077293,,,SPL_DUNS_FEI,
50090-0301,3002806351,Hikma Pharmaceuticals LLC,JO,ANDA-065291,,,SPL_DUNS_FEI,
63629-9475,3002960808,Purdue Pharma L.P.,US,ANDA-207276,,,SPL_DUNS_FEI,
33342-160,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-204815,,,SPL_DUNS_FEI,
33342-161,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-204815,,,SPL_DUNS_FEI,
33342-162,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-204815,,,SPL_DUNS_FEI,
50268-127,3004021229,Aurobindo Pharma Limited,IN,ANDA-077910,,,SPL_DUNS_FEI,
63739-645,1000135190,"Carlsbad Technology, Inc.",US,ANDA-075805,,,SPL_DUNS_FEI,
55154-2334,1038197,Prinston Pharmaceutical Inc.,US,ANDA-086989,,,ADDRESS_MATCH,
0955-1729,3003195501,Sanofi,DE,,,BLA021081,SPL_DUNS_FEI,
0955-1729,3002807108,Sanofi,IT,,,BLA021081,SPL_DUNS_FEI,
0955-1728,3003195501,Sanofi,DE,,,BLA021081,SPL_DUNS_FEI,
0955-1728,3002807108,Sanofi,IT,,,BLA021081,SPL_DUNS_FEI,
0093-3425,3005719315,Watson Pharma Private Limited,IN,ANDA-072926,,,ADDRESS_MATCH,
0093-3426,3005719315,Watson Pharma Private Limited,IN,ANDA-072927,,,ADDRESS_MATCH,
0093-3427,3005719315,Watson Pharma Private Limited,IN,ANDA-072928,,,ADDRESS_MATCH,
72189-373,3003157498,Intas Pharmaceuticals Limited,IN,ANDA-207662,,,SPL_DUNS_FEI,
63629-5327,3005719315,Watson Pharma Private Limited,IN,ANDA-063065,,,ADDRESS_MATCH,
83098-102,2243092,Everest Life Sciences LLC,US,ANDA-086841,,,SPL_DUNS_FEI,
83098-101,2243092,Everest Life Sciences LLC,US,ANDA-086842,,,SPL_DUNS_FEI,
71335-2481,3002644678,"Elite Laboratories, Inc.",US,ANDA-075274,,,SPL_DUNS_FEI,
71335-2417,2434223,Strides Pharma Science Limited,US,ANDA-065055,,,SPL_DUNS_FEI,
63304-497,3004132058,"Sun Pharmaceutical Industries, Inc.",US,ANDA-040826,,,SPL_DUNS_FEI,
71335-2336,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-090935,,,SPL_DUNS_FEI,
82804-107,1017687,"PAI Holdings, LLC",US,ANDA-074623,,,SPL_DUNS_FEI,
60687-630,3012696190,"InvaGen Pharmaceuticals, Inc",US,ANDA-078671,,,SPL_DUNS_FEI,
60687-630,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-078671,,,SPL_DUNS_FEI,
60687-630,3003950641,"InvaGen Pharmaceuticals, Inc",US,ANDA-078671,,,SPL_DUNS_FEI,
71335-2572,3003999190,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CN,ANDA-204901,,,SPL_DUNS_FEI,
71335-2572,3025372239,Zhejiang Huahai Pharmaceutical Technology Co Ltd,CN,ANDA-204901,,,SPL_DUNS_FEI,
71335-2275,2000033505,"Zhejiang Jingxin Pharmaceutical Co., Ltd.",CN,ANDA-091491,,,ADDRESS_MATCH,
71205-042,3004956904,Alembic Pharmaceuticals Limited,IN,ANDA-201662,,,SPL_DUNS_FEI,
68071-2559,3007373532,Aurobindo Pharma Limited,IN,ANDA-077691,,,SPL_DUNS_FEI,
68071-2559,3004021229,Aurobindo Pharma Limited,IN,ANDA-077691,,,SPL_DUNS_FEI,
68180-120,3004995645,LUPIN LIMITED,IN,ANDA-210543,,,SPL_DUNS_FEI,
55154-4752,3004021229,Aurobindo Pharma Limited,IN,ANDA-077739,,,ADDRESS_MATCH,
55154-4790,3004021229,Aurobindo Pharma Limited,IN,ANDA-077739,,,ADDRESS_MATCH,
55154-2126,3004021229,Aurobindo Pharma Limited,IN,ANDA-077739,,,ADDRESS_MATCH,
50090-7314,3013791804,VKT Pharma Private Limited,IN,ANDA-215556,,,SPL_DUNS_FEI,
65219-384,1450022,"Fresenius Kabi USA, LLC",US,ANDA-216471,,,SPL_DUNS_FEI,
63629-8765,3006370533,Alkem Laboratories Limited,IN,ANDA-210570,,,SPL_DUNS_FEI,
80425-0248,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-206498,,,SPL_DUNS_FEI,
72205-037,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-214757,,,SPL_DUNS_FEI,
63304-458,3004540906,NATCO PHARMA LIMITED,IN,ANDA-077851,,,SPL_DUNS_FEI,
63304-459,3004540906,NATCO PHARMA LIMITED,IN,ANDA-077851,,,SPL_DUNS_FEI,
45567-0655,3009395771,"Sun Pharmaceutical Industries, Inc.",US,ANDA-208994,,,SPL_DUNS_FEI,
70518-3660,3004082076,"Unichem Laboratories Limited, India",IN,ANDA-211820,,,ADDRESS_MATCH,
70518-3660,3005497507,"Unichem Laboratories Limited, India",IN,ANDA-211820,,,ADDRESS_MATCH,
42291-510,0002246963,"Ingenus Pharmaceuticals NJ, LLC",US,ANDA-206043,,,SPL_DUNS_FEI,
61314-628,1610287,"Alcon Laboratories, Inc",US,ANDA-064211,,,SPL_DUNS_FEI,
50090-1811,3004446312,Aurobindo Pharma Limited,IN,ANDA-065271,,,SPL_DUNS_FEI,
68071-4092,3004011473,Intas Pharmaceuticals Limited,IN,ANDA-202446,,,SPL_DUNS_FEI,
68071-4092,3003157498,Intas Pharmaceuticals Limited,IN,ANDA-202446,,,SPL_DUNS_FEI,
62332-581,3013826490,Alembic Pharmaceuticals Limited,IN,ANDA-212351,,,SPL_DUNS_FEI,
68400-105,3010002722,"Mycone Dental Supply Co., Inc DBA Keystone Industries and Deepak Products Inc.",US,,,,SPL_DUNS_FEI,
63323-178,3002851530,Fresenius Kabi Deutschland GmbH,DE,ANDA-209689,,,SPL_DUNS_FEI,
68071-4918,3011895410,Aurobindo Pharma Limited,IN,ANDA-203572,,,SPL_DUNS_FEI,
70518-2128,3005406526,Hetero Labs Limited,IN,ANDA-202659,,,SPL_DUNS_FEI,
14445-173,3006644152,Indoco Remedies Limited,IN,ANDA-208113,,,ADDRESS_MATCH,
14445-174,3006644152,Indoco Remedies Limited,IN,ANDA-208113,,,ADDRESS_MATCH,
14445-123,3006644152,Indoco Remedies Limited,IN,ANDA-208113,,,ADDRESS_MATCH,
14445-124,3006644152,Indoco Remedies Limited,IN,ANDA-208113,,,ADDRESS_MATCH,
14445-125,3006644152,Indoco Remedies Limited,IN,ANDA-208113,,,ADDRESS_MATCH,
14445-126,3006644152,Indoco Remedies Limited,IN,ANDA-208113,,,ADDRESS_MATCH,
14445-127,3006644152,Indoco Remedies Limited,IN,ANDA-208113,,,ADDRESS_MATCH,
14445-128,3006644152,Indoco Remedies Limited,IN,ANDA-208113,,,ADDRESS_MATCH,
70752-142,3012403297,QUAGEN PHARMACEUTICALS LLC,US,ANDA-214287,,,SPL_DUNS_FEI,
0404-9795,3008255419,Viatris Inc.,IN,ANDA-040803,,,ADDRESS_MATCH,
0404-9795,3007648351,Viatris Inc.,IN,ANDA-040803,,,ADDRESS_MATCH,
53045-226,3010131268,"Dharma Research, Inc.",US,,,,SPL_DUNS_FEI,
72205-011,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-011,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-209357,,,SPL_DUNS_FEI,
72205-011,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-012,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-012,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-209357,,,SPL_DUNS_FEI,
72205-012,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-013,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-013,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-209357,,,SPL_DUNS_FEI,
72205-013,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-014,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-014,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-209357,,,SPL_DUNS_FEI,
72205-014,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-015,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-015,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-209357,,,SPL_DUNS_FEI,
72205-015,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-016,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-016,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-209357,,,SPL_DUNS_FEI,
72205-016,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-017,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-017,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-209357,,,SPL_DUNS_FEI,
72205-017,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-018,3011033544,MSN LABORATORIES PRIVATE LIMITED,IN,ANDA-209357,,,SPL_DUNS_FEI,
72205-018,3014645733,MSN PHARMACEUTICALS INC,US,ANDA-209357,,,SPL_DUNS_FEI,
72205-018,3019516576,"MSN Laboratories Private Limited,",IN,ANDA-209357,,,SPL_DUNS_FEI,
0615-8447,3013944676,Annora Pharma Private Limited,IN,ANDA-215939,,,SPL_DUNS_FEI,
0615-8448,3013944676,Annora Pharma Private Limited,IN,ANDA-215939,,,SPL_DUNS_FEI,
0615-8567,3013944676,Annora Pharma Private Limited,IN,ANDA-215939,,,SPL_DUNS_FEI,
63323-559,3009864167,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
63323-564,3009864167,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
63323-566,3009864167,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
63323-584,3009864167,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
63323-586,3009864167,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
63323-655,3009864167,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
63323-655,3002647489,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
63323-589,3009864167,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
63323-589,3002647489,GLAND PHARMA LIMITED,IN,ANDA-078990,,,SPL_DUNS_FEI,
70069-581,3003821988,Somerset Therapeutics Private Limited,IN,ANDA-215618,,,SPL_DUNS_FEI,
70069-582,3003821988,Somerset Therapeutics Private Limited,IN,ANDA-215618,,,SPL_DUNS_FEI,
70069-583,3003821988,Somerset Therapeutics Private Limited,IN,ANDA-215618,,,SPL_DUNS_FEI,
70518-3772,3008565058,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-216957,,,SPL_DUNS_FEI,
63629-7587,3002806523,Sandoz GmbH,AT,ANDA-064076,,,ADDRESS_MATCH,
71872-7213,3002647489,GLAND PHARMA LIMITED,IN,ANDA-204216,,,ADDRESS_MATCH,
0904-7494,3007938603,Zydus Lifesciences Limited,IN,ANDA-211567,,,SPL_DUNS_FEI,
67457-124,3002806521,Viatris Inc.,IE,ANDA-040498,,,ADDRESS_MATCH,
76282-721,3011585184,Granules Pharmaceuticals Inc.,US,ANDA-214608,,,ADDRESS_MATCH,
76282-722,3011585184,Granules Pharmaceuticals Inc.,US,ANDA-214608,,,ADDRESS_MATCH,
76282-723,3011585184,Granules Pharmaceuticals Inc.,US,ANDA-214608,,,ADDRESS_MATCH,
50090-1679,3005117563,"KVK-TECH, INC.",US,ANDA-040876,,,SPL_DUNS_FEI,
69315-226,3001611969,"Leading Pharma, LLC",US,ANDA-214950,,,SPL_DUNS_FEI,
69315-227,3001611969,"Leading Pharma, LLC",US,ANDA-214950,,,SPL_DUNS_FEI,
63629-1765,2434153,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-076899,,,ADDRESS_MATCH,
63629-1765,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-076899,,,ADDRESS_MATCH,
63629-1765,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-076899,,,ADDRESS_MATCH,
72789-298,3002806294,ALKALOIDA Vegyeszeti Gyar zartkoruen mukodo Reszvenytarsasag,HU,ANDA-062676,,,SPL_DUNS_FEI,
72789-298,2523348,"Frontida BioPharm, LLC",US,ANDA-062676,,,SPL_DUNS_FEI,
0115-3511,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-040502,,,SPL_DUNS_FEI,
64980-432,3003204330,FDC Limited,IN,ANDA-215038,,,ADDRESS_MATCH,
60760-793,3007373532,Aurobindo Pharma Limited,IN,ANDA-206928,,,SPL_DUNS_FEI,
42291-916,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-204707,,,SPL_DUNS_FEI,
42291-915,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-204707,,,SPL_DUNS_FEI,
42291-917,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-204707,,,SPL_DUNS_FEI,
42291-918,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-204707,,,SPL_DUNS_FEI,
0527-4125,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-207421,,,SPL_DUNS_FEI,
70518-3281,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-071972,,,SPL_DUNS_FEI,
68071-4260,3013151303,Unique Pharmaceutical Laboratories (A Div. of JB Chemicals & Pharmaceuticals Ltd),IN,ANDA-076639,,,SPL_DUNS_FEI,
68071-4260,3003053502,Unique Pharmaceutical Laboratories (A Div. of JB Chemicals & Pharmaceuticals Ltd),IN,ANDA-076639,,,SPL_DUNS_FEI,
63561-0173,3001236066,"GRANULATION TECHNOLOGY, INC.",US,ANDA-212623,,,SPL_DUNS_FEI,
63561-0174,3001236066,"GRANULATION TECHNOLOGY, INC.",US,ANDA-212623,,,SPL_DUNS_FEI,
